time_seconds,acc_z,acc_y,acc_x,gyro_z,gyro_y,gyro_x,mag_z,mag_y,mag_x,grav_z,grav_y,grav_x,orient_qz,orient_qy,orient_qx,orient_qw,orient_roll,orient_pitch,orient_yaw
0.48469140625,0.37754840918677934,0.11188078541312146,-0.278138888459562,0.15118554676947699,-0.1259753276263081,-0.13548135659628135,-37.63125228881836,16.912500381469727,-8.40000057220459,8.603707266433156,4.615336266968695,-0.9186479072870397,-0.14668715186392028,0.01092205145159511,0.2477245543126792,0.9575735020453698,0.10630139059689798,-0.4906780181426076,0.33064295702958596
0.49469140625,0.3328226984285374,0.18161154176130478,-0.3559324660515482,0.18431308674222377,-0.0594119921759177,-0.15011527736816369,-36.89062690734863,16.706250190734863,-8.071875333786009,8.607974682267853,4.600330503030439,-0.9538054696654276,-0.15399204013795195,0.011120286397635898,0.24715218399836264,0.9565825387889297,0.11051975906648354,-0.4886311388403069,0.34679893263840933
0.5046914062500001,0.2621001236215369,0.20575963313712675,-0.24059050709609117,0.24197128532788184,0.03664782879669878,-0.13673877279516283,-36.15000152587892,16.500000000000007,-7.743750095367427,8.599062004004704,4.611794488033139,-0.978031816769023,-0.15581001329453356,0.012372233791473149,0.24820071788843098,0.9560128601668317,0.11473115228272876,-0.4900991878664596,0.3518438360277197
0.5146914062500001,0.20704383527672726,0.20170175032131238,-0.040714084016697016,0.305335748536241,0.14006006645049549,-0.11573594322818515,-37.48125076293947,17.296875000000007,-7.312500238418575,8.586364747494244,4.631807597674819,-0.9946130308972495,-0.1551829455012696,0.014093729197094042,0.24997154783569434,0.9556309114732014,0.11893943723509752,-0.49313353480589855,0.3519375006987562
0.5246914062500001,0.15198754693191768,0.19764386750549798,0.15916233906269706,0.3687002117446001,0.24347230410429221,-0.09473311366120744,-38.812499999999986,18.09375,-6.881250381469732,8.573667490983786,4.6518207073164985,-1.011194245025476,-0.15199591271507773,0.01389796281071257,0.2504028240742137,0.9560252663411166,0.11693339383866777,-0.49445254859608084,0.34487899268326483
0.5346914062500001,0.18074051455266396,0.24614605707494003,0.44278919921329457,0.38756926403864894,0.18364986392891158,-0.10708666512944602,-37.58437538146971,18.084375381469727,-7.378125429153448,8.573866074414912,4.66127755005779,-0.9624499001816408,-0.1476947089636398,0.012867748520814475,0.2502510877118603,0.9567574910200958,0.1122226946231685,-0.4950249996809506,0.3347076518096018
0.5446914062500001,0.24553713886580902,0.3172526378056686,0.7624344199477567,0.38730227584521587,0.053625455961486185,-0.13378571976058462,-36.35625076293945,18.07500076293945,-7.875000476837153,8.579610742490985,4.666194483027453,-0.8856111403033164,-0.14331356413037682,0.009983936809364307,0.24991436275090112,0.9575475423913956,0.10335997140607694,-0.4958065805210989,0.32331174866756
0.5546914062500001,0.3107598103714538,0.3557691640625585,1.070540287736034,0.33381468902666145,-0.06455685608824038,-0.17289779337120617,-36.46875190734863,17.625000953674313,-7.359375476837153,8.588418781363433,4.66852580241043,-0.7820333687313819,-0.13875905856097473,0.005262727495055205,0.24875479529688801,0.9585367515629375,0.09007407070839908,-0.4953899774049559,0.3103296628988359
0.5646914062500001,0.45350404957927126,0.284874432072878,1.355187687667133,0.22174260036888463,-0.18607492453669383,-0.2308120130660993,-36.58125305175781,17.1750011444092,-6.843750476837153,8.605587268585914,4.656335611721324,-0.6550285515506702,-0.13414603270142475,0.00010076021175078366,0.247282786319689,0.959599254957307,0.07567181463831019,-0.4944330699777312,0.2969000909030154
0.5746914062500001,0.6136715025688692,0.11396446263975996,1.5031421318064484,0.06509265683763628,-0.325811911685275,-0.3140626076446417,-36.60000183108449,18.93745697129332,-6.375011920649557,8.633388457660336,4.621625675844388,-0.5208459334567321,-0.12895259460134398,-0.005178222792071665,0.2445093596581816,0.9610125072938368,0.06026461943743271,-0.49073671670324637,0.2818805530274111
